class_name,source_path,gray_path,width,height,formula
camel,D:\CSDLDPT\data_processed_bmp\camel\camel_0012.bmp,D:\CSDLDPT\data_processed_gray_bmp\camel\camel_0012.bmp,224,224,gray=0.299R+0.587G+0.114B
camel,D:\CSDLDPT\data_processed_bmp\camel\camel_0013.bmp,D:\CSDLDPT\data_processed_gray_bmp\camel\camel_0013.bmp,224,224,gray=0.299R+0.587G+0.114B
camel,D:\CSDLDPT\data_processed_bmp\camel\camel_0014.bmp,D:\CSDLDPT\data_processed_gray_bmp\camel\camel_0014.bmp,224,224,gray=0.299R+0.587G+0.114B
camel,D:\CSDLDPT\data_processed_bmp\camel\camel_0015.bmp,D:\CSDLDPT\data_processed_gray_bmp\camel\camel_0015.bmp,224,224,gray=0.299R+0.587G+0.114B
camel,D:\CSDLDPT\data_processed_bmp\camel\camel_0016.bmp,D:\CSDLDPT\data_processed_gray_bmp\camel\camel_0016.bmp,224,224,gray=0.299R+0.587G+0.114B
camel,D:\CSDLDPT\data_processed_bmp\camel\camel_0017.bmp,D:\CSDLDPT\data_processed_gray_bmp\camel\camel_0017.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0001.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0001.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0002.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0002.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0003.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0003.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0004.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0004.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0005.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0005.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0006.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0006.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0007.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0007.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0008.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0008.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0009.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0009.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0010.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0010.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0011.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0011.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0012.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0012.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0013.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0013.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0014.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0014.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0015.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0015.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0016.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0016.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0017.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0017.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0018.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0018.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0019.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0019.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0020.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0020.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0021.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0021.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0022.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0022.bmp,224,224,gray=0.299R+0.587G+0.114B
cat,D:\CSDLDPT\data_processed_bmp\cat\cat_0023.bmp,D:\CSDLDPT\data_processed_gray_bmp\cat\cat_0023.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0001.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0001.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0002.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0002.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0003.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0003.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0004.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0004.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0005.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0005.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0006.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0006.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0007.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0007.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0008.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0008.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0009.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0009.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0010.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0010.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0011.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0011.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0012.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0012.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0013.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0013.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0014.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0014.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0015.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0015.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0016.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0016.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0017.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0017.bmp,224,224,gray=0.299R+0.587G+0.114B
cow,D:\CSDLDPT\data_processed_bmp\cow\cow_0018.bmp,D:\CSDLDPT\data_processed_gray_bmp\cow\cow_0018.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0001.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0001.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0002.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0002.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0003.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0003.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0004.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0004.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0005.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0005.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0006.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0006.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0007.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0007.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0008.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0008.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0009.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0009.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0010.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0010.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0011.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0011.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0012.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0012.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0013.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0013.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0014.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0014.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0015.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0015.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0016.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0016.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0017.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0017.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0018.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0018.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0019.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0019.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0020.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0020.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0021.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0021.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0022.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0022.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0023.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0023.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0024.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0024.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0025.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0025.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0026.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0026.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0027.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0027.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0028.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0028.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0029.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0029.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0030.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0030.bmp,224,224,gray=0.299R+0.587G+0.114B
deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0031.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0031.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0001.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0001.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0002.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0002.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0003.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0003.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0004.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0004.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0005.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0005.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0006.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0006.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0007.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0007.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0008.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0008.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0009.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0009.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0010.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0010.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0011.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0011.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0012.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0012.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0013.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0013.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0014.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0014.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0015.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0015.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0016.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0016.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0017.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0017.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0018.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0018.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0019.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0019.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0020.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0020.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0021.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0021.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0022.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0022.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0023.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0023.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0024.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0024.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0025.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0025.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0026.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0026.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0027.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0027.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0028.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0028.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0029.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0029.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0030.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0030.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0031.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0031.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0032.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0032.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0033.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0033.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0034.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0034.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0035.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0035.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0036.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0036.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0037.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0037.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0038.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0038.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0039.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0039.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0040.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0040.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0041.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0041.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0042.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0042.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0043.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0043.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0044.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0044.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0045.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0045.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0046.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0046.bmp,224,224,gray=0.299R+0.587G+0.114B
dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0047.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0047.bmp,224,224,gray=0.299R+0.587G+0.114B
elephant,D:\CSDLDPT\data_processed_bmp\elephant\elephant_0001.bmp,D:\CSDLDPT\data_processed_gray_bmp\elephant\elephant_0001.bmp,224,224,gray=0.299R+0.587G+0.114B
elephant,D:\CSDLDPT\data_processed_bmp\elephant\elephant_0002.bmp,D:\CSDLDPT\data_processed_gray_bmp\elephant\elephant_0002.bmp,224,224,gray=0.299R+0.587G+0.114B
elephant,D:\CSDLDPT\data_processed_bmp\elephant\elephant_0003.bmp,D:\CSDLDPT\data_processed_gray_bmp\elephant\elephant_0003.bmp,224,224,gray=0.299R+0.587G+0.114B
elephant,D:\CSDLDPT\data_processed_bmp\elephant\elephant_0004.bmp,D:\CSDLDPT\data_processed_gray_bmp\elephant\elephant_0004.bmp,224,224,gray=0.299R+0.587G+0.114B
elephant,D:\CSDLDPT\data_processed_bmp\elephant\elephant_0005.bmp,D:\CSDLDPT\data_processed_gray_bmp\elephant\elephant_0005.bmp,224,224,gray=0.299R+0.587G+0.114B
elephant,D:\CSDLDPT\data_processed_bmp\elephant\elephant_0006.bmp,D:\CSDLDPT\data_processed_gray_bmp\elephant\elephant_0006.bmp,224,224,gray=0.299R+0.587G+0.114B
elephant,D:\CSDLDPT\data_processed_bmp\elephant\elephant_0007.bmp,D:\CSDLDPT\data_processed_gray_bmp\elephant\elephant_0007.bmp,224,224,gray=0.299R+0.587G+0.114B
elephant,D:\CSDLDPT\data_processed_bmp\elephant\elephant_0008.bmp,D:\CSDLDPT\data_processed_gray_bmp\elephant\elephant_0008.bmp,224,224,gray=0.299R+0.587G+0.114B
elephant,D:\CSDLDPT\data_processed_bmp\elephant\elephant_0009.bmp,D:\CSDLDPT\data_processed_gray_bmp\elephant\elephant_0009.bmp,224,224,gray=0.299R+0.587G+0.114B
elephant,D:\CSDLDPT\data_processed_bmp\elephant\elephant_0010.bmp,D:\CSDLDPT\data_processed_gray_bmp\elephant\elephant_0010.bmp,224,224,gray=0.299R+0.587G+0.114B
elephant,D:\CSDLDPT\data_processed_bmp\elephant\elephant_0011.bmp,D:\CSDLDPT\data_processed_gray_bmp\elephant\elephant_0011.bmp,224,224,gray=0.299R+0.587G+0.114B
